,날짜,헤드라인
709,20220107,"당국 ""오미크론 우세종 될 가능성 커""…오늘 전문가 토론회 개최"
710,20220107,"“3차 접종자, 2차 접종자보다 사망 위험 99% 낮아져”"
711,20220108,"""백신 접종완료 어머니, 병원 내 감염 사망…안동시·안동병원 조사하라"""
712,20220108,"유튜브서 K방역 허점 지적하자 영상이 지워졌다, 넷검열 공화국"
713,20220108,"박사도 별 수 없네...코로나로 가장 많이 늘어난 업무는 ""집안일"""
714,20220108,18세 청소년 1차 접종률 90%돌파…신규 3차접종자 58만명 ↑
715,20220108,"인도 정부, 테레사 수녀 자선단체 해외 자금줄 다시 풀어줘"
716,20220108,"[있지만 없는 아이 ②] ""사망해도 흔적조차 없는 나, 나는 누구인가요?"""
717,20220108,"질병청, 코로나19 검사 수 오류 발견..""2~7일 발표치 수정"""
718,20220108,"브라질, 신규 확진자 6만명 넘어…1주일새 6배 ↑"
719,20220108,"탈레반 부총리 ""정치적 편견 없이 우리 국민 도와달라"""
720,20220108,콜롬비아서 말기 아닌 난치병 환자 첫 안락사
721,20220108,무증상자는 자가진단부터 받게 한다
722,20220108,울산시 ‘촘촘한 복지 안전망’ 구축…저소득층 긴급복지 지원
723,20220108,수도권 중환자 병상 가동률 51.9%…전국은 40%대로 진입
724,20220108,서울 신규 확진 994명…전날보다 44명 줄어
725,20220108,"벨기에, 1주일새 신규 확진자 두 배 늘어"
726,20220108,"스웨덴, 신규 확진자 2만3877명…'역대 최다'"
727,20220108,확진자 3510명 이틀째 3000명대…위중증 838명 감소세 뚜렷(종합)
728,20220108,"남아공 연구진 “오미크론, 코로나19 팬데믹 종식 전조”"
729,20220108,확진자 3510명 이틀째 3000명대…위중증 838명(상보)
730,20220108,[속보] 코로나 확진 3510명…위중증 838명·사망 54명
731,20220108,'부스터샷' 맞은 오스트리아 총리도 코로나 양성
732,20220108,연말 대전서 문 열 전국 첫 공공 어린이재활병원 CI 개발 착수
733,20220108,[속보] 확진자 3510명 이틀째 3000명대…위중증 838명
734,20220108,2022년 새해 금연 계획…성공하려면 생활습관부터 바꿔야
735,20220108,'울산형 긴급복지' 활용해 저소득층 복지 사각지대 해소
736,20220108,"임플란트, 시술후 적극적인 잇몸 관리가 필요해"
737,20220108,[심부전과 살아가기]가족력 희귀난치질환 '아밀로이드증'치료 가능
738,20220108,"당신의 무릎 건강 상태, 소리로 알 수 있다"
739,20220108,"임인년, 몸과 마음을  '가볍게, 비우고, 나누자'"
740,20220108,"연말연시 이어지는 술자리, '겨울 치질' 주의해야"
741,20220108,건강한 수면의 중요성 [조성진 박사의 엉뚱한 뇌 이야기]
742,20220108,[인턴액티브] 발달장애인을 위한 '보완대체의사소통'을 아시나요?
743,20220108,"""제자리 머물러야"" 베를린 소녀상앞 수요시위 30주년 기념집회"
744,20220108,"우세종 등극할 오미크론…전문가들 일제히 ""경증환자 증가에 대비""주문"
745,20220108,아프리카서 가장 오랜 ANC 창당 110주년…만델라 이상 '퇴색'
746,20220108,"발기부전 탈모약 복용 후 생긴 부작용, '빠른 시일 내 치료해야"
747,20220108,"오미크론 우세종 임박…""병원은 중환자, 의원은 재택치료"""
748,20220109,"미접종자, 마트서 근무는 되고 쇼핑은 안돼… 방역패스 기준 논란"
749,20220109,9일 9시 코로나19 확진자 2805여명…전일 대비 297명 감소
750,20220109,해외 유입 확진자 70% 오미크론 변이에 감염
751,20220109,"""3차 백신 모두 맞았는데"" 네 명 확진된 아이돌그룹"
752,20220109,국민연금 수령액 늘어난다...  물가상승 반영해 2.5% 인상
753,20220109,오후 9시까지 전국서 2813명 확진…전날 동시간 대비 312명↓
754,20220109,"""법원 결정에 아이 안 맞히기로"" 혼돈의 방역패스 이번 주 분수령"
755,20220109,제주서 오미크론 확진자 2명 추가…누적 18명
756,20220109,"만 4세이상 남자 아이, 앞으로 여탕 못 간다"
757,20220109,"[데일리안 오늘뉴스 종합] 다음달 21일 첫 대선후보 토론회, 윤석열, 2030세대 마음 잡을까, 野 ""'이재명 임명장' 받은 인물이 댓글조작"" 등"
758,20220109,올해 국민연금 급여액 2.5% 인상…물가상승률 반영
759,20220109,"당국 ""델타·오미크론 합쳐진 델타크론 변이 국내 유입되지 않아"""
760,20220109,국민의힘 부산 선대위 구성…총괄 위원장에 서병수·조경태 의원
761,20220109,[단독]국민연금 '주주대표소송 리스트' 작성···'첫 타깃 누구' 재계 긴장
762,20220109,"성희롱 저지른 경찰, 여성청소년과 등 특정부서 근무 제한된다"
763,20220109,"6월부터 만 4세 이상 남자 아이, 엄마 따라 여탕 못 간다"
764,20220109,"만 4세 이상 남자 어린이, 여탕 출입금지…연령 기준 한살 낮춰"
765,20220109,해외 유입 확진 236명 역대 최다... 오미크론 확산 빨라질라
766,20220109,물가 급등에 국민연금도 늘린다…수급액 2.5%↑
767,20220109,"박종철 열사 35주기…""더는 인권문제 없는 국가 되길"""
768,20220109,"전남도, 우리동네 복지기동대 활동영역 확대…장애인 가구 지원"
769,20220109,[포토]대규모 점포도 방역패스 의무화 대상
770,20220109,"[포토]백화점·대형마트, 방역패스 의무화"
771,20220109,[포토]10일부터 백화점 가려면 접종증명·음성확인제 필수
772,20220109,[포토]백화점 가려면 접종증명·음성확인제 필수
773,20220109,"[포토]백화점·대형마트, 내일부터 방역패스 의무화"
774,20220109,"[포토]백화점·대형마트, 10일부터 방역패스 의무화 적용"
775,20220109,[포토]백화점·대형마트도 10일부터 방역패스 의무화 적용
776,20220109,[포토]10일부터 백화점 방역패스 의무화
777,20220109,10일부터 백화점·대형마트 방역패스 적용…17일부터 과태료
778,20220109,국민연금 급여액 2.5% 인상... 100만원 → 102만 5000원
779,20220109,아들 이한열 이어 35년 민주화 현장 지킨 '유월의어머니' 배은심
780,20220109,양육비 못받는 한부모 가정 지원 '한시적 양육비' 지급기준 완화
781,20220109,'국민중심 검찰 추진단' 출범 6개월…인권보호·조직문화 개선
782,20220109,"보육료 부정수급하고 ""몰랐는데 억울""…어린이집 운영정지 적법"
783,20220109,"미접종자 장 못 본다…""과도한 조치 아냐"" vs ""부작용 두려웠는데"""
784,20220109,미접종 마트 알바생 “일은 하고 쇼핑은 못한다더라... 웃긴다”
785,20220109,[속보] 코로나19 신규 확진 3376명...위중증821명·사망51명
786,20220109,"위중증 821명, 나흘째 800명대…확진 3376명·사망 51명(종합)"
787,20220109,[속보] 코로나19 위중증 환자 나흘째 800명대로 계속 감소
788,20220109,"대전 유성구, 유니세프 '아동친화도시' 상위단계 인증 획득"
789,20220109,위중증 나흘째 800명대...신규 확진 3376명
790,20220109,"[속보]코로나19 백신 신규 3차 접종 34.7만명, 누적 41.0%"
791,20220109,"[속보]위중증 821명, 내림세 계속…확진 3376명·사망 51명"
792,20220109,"충북도, 임산부 친환경농산물 지원사업 대상자 접수"
793,20220109,"""초고령화 사회 대비하자""…괴산군 '고령친화 정책' 눈길"
794,20220109,내일부터 대형마트·백화점 방역패스 적용…17일부터 과태료 부과
795,20220109,"무안군, 초·중·고 졸업앨범비 지원 '호응'"
796,20220109,"이주여성, '법률' 상담이 가장 많아…이혼·가정폭력 순"
797,20220109,"""아니, 당뇨 합병증이 이렇게 많아"""
798,20220109,헬스장 대신 뜨는 산스장... 야외 운동기구 이용 득과 실은?
799,20220109,위식도역류질환 환자 중 절반정도 수면무호흡증 동반
800,20220109,'차별없는 나라' 향한 연대의 발걸음 올해도 계속된다
801,20220109,"[있지만 없는 아이 ③] 99.5% 병원 출산인데, 의료계 '출생통보제' 꺼리는 이유"
802,20220109,"밤낮 일교차 큰 날씨, ‘고혈압성 뇌출혈’ 주의하세요"
803,20220109,[100세건강] 술 한잔 마셨는데 발이 퉁퉁…젊은 층 위협하는 통풍이란
804,20220109,만성 피부질환 건선 바로 알기 [김수영 교수 피부칼럼]
805,20220110,월급 1억 넘으면 건강보험료 月 365만원
806,20220110,"""尹 젠더 갈라치기 휘말릴라""…이재명 '이대녀'에 조심스레 손짓(종합)"
807,20220110,"최재천 ""미접종자는 동선 확인서를 방역패스로 인정하자"" 제안"
808,20220110,'간호법 제정' 촉구 국민청원 동의 20만건 돌파
809,20220110,"최재천 ""방역패스, 백신패스와 달라…같은 개념으로 인식 답답"""
810,20220110,오미크론 확진자 일주일 만에 '두 배'... 설 연휴엔 거리두기 어쩌나
811,20220110,영세 자영업 등 충남도민 아파서 쉬면 8만4천원씩 13일간 지원
812,20220110,"보사연 ""확진자 폭증 원인? 백신 과신·성급한 거리두기 완화 때문"""
813,20220110,"안성시, 올해부터 100세 노인에 장수축하금 100만원 지급"
814,20220110,[게시판] 11일 '차별금지법 있는 나라' 영화 상영
815,20220110,"이춘택병원, 로봇 인공관절 수술 1만5천 례 달성"
816,20220110,화재로 터전 잃은 완주군 주민…'이웃 도움'으로 재기 날갯짓
817,20220110,"정부 ""코로나19 안정세""…설 연휴까지 오미크론 대비 `골든타임`"
818,20220110,화재로 터전 잃은 완주군 주민…'이웃 도움'으로 재기 날갯짓
819,20220110,"서울대학생들 ""'제자 성폭력' 음대교수 불기소 검찰,  2차 가해"""
820,20220110,"""쿠팡 물류센터서 직장 내 괴롭힘…대면 자리 마련해 2차 가해"""
821,20220110,수도권 8주만에 코로나 꺾였다…오미크론 일주일새 1033명 증가(종합)
822,20220110,"통계로 본 대한민국 불평등…""건강하고 행복한 나라로"""
823,20220110,"""오열하는 배은심 여사""…김대중·문익환·계훈제·박정기 한 자리에"
824,20220110,수도권 코로나 위험도 8주 만에 내려가…매우높음→중간
825,20220110,"""건강했던 아버지, 백신 맞고 백혈병으로 돌아가셨다"""
826,20220110,"당국 ""오미크론 대비 의원급 분산치료·재택치료 체계로 전환 검토"""
827,20220110,"[예산소식] 추사기념관, 추사 관련 유물 구입 공고"
828,20220110,"전남도, 코로나로 생계 어려운 취약계층에 일자리 지원…1600여명 모집"
829,20220110,"""한국남부발전, 하청노동자에 사택 청소 갑질""…인권위에 진정"
830,20220110,"[포토] 백화점, 안내요원 대량 배치"
831,20220110,[포토] QR체크 후 입장
832,20220110,[포토] 방역패스 절차 안내하는 백화점 직원들
833,20220110,[포토] QR체크 안내
834,20220110,[포토] 방역패스 확인 절차
835,20220110,[포토] QR 체크인
836,20220110,[포토] QR체크
837,20220110,[포토] QR체크 백화점 출입 필수
838,20220110,[포토] 방역패스 입장
839,20220110,[포토] 방역패스
840,20220110,[포토] 오늘부터 방역패스 강화
841,20220110,[포토] QR코드 체크
842,20220110,[포토] QR코드 체크 후 대형매장 입장
843,20220110,[포토] 백화점·대형마트 오늘부터 방역패스
844,20220110,"전북도, 설 명절 경영안정자금 100억원 융자 지원"
845,20220110,[속보] 수도권 코로나 위험도 2달 만에 '매우 높음→중간'
846,20220110,지난주 코로나19 위험도 전국·수도권 '중간' 비수도권 '낮음'
847,20220110,"간첩 누명 쓴 납북어부 유족, '고문기술자' 이근안 상대 손배소"
848,20220110,"코로나 위험도, 전국 7주·수도권 8주만 '매우 높음'→'중간'"
849,20220110,"김제시, 노부모 모시는 한집 3대 거주가정에 '효행장려금' 지급"
850,20220110,"오미크론 확산 대비 PCR 검사역량, 일 75만→85만건 확대"
851,20220110,"[속보]당국 ""코로나 위험도, 전국·수도권 '중간'·비수도권 '낮음'"""
852,20220110,"[속보]1월 1주차 코로나 위험도 전국·수도권 중간, 비수도권은 낮음 평가"
853,20220110,"법정선 답 못한 복지부, 언론브리핑선 “유행 축소 위해 방역패스 필요”"
854,20220110,"전북도, 설 명절 전 예술인 민생안정지원금 80만원 지급"
855,20220110,"보라매병원 김명아 교수, 한국지질·동맥경화학회 회장 취임"
856,20220110,전남서 유흥시설·시장 등 산발적 감염 지속…19명 확진
857,20220110,"울산 아나율장애인보호작업장, 근로장애인 전환지원 우수기관"
858,20220110,[포토]출국 심사도 한산
859,20220110,[포토]발길 뚝 끊긴 면세점
860,20220110,[포토]여행객 감소에 면세점 한산
861,20220110,[포토]오미크론 확산 우려에 뜸해진 하늘길
862,20220110,[포토]'코로나19 변이' 오미크론 발생으로 다시 한산해진 공항
863,20220110,[포토]코로나19로 2년째 한산한 인천국제공항
864,20220110,[포토]오미크론으로 꺼저버린 여행
865,20220110,[포토]다시 한산해진 인천국제공항
866,20220110,[포토]한산한 인천국제공항
867,20220110,"탈레반, 체제 비판 교수 체포…""사람들 선동했다"""
868,20220110,"""尹 젠더 갈라치기에 휘말릴라""…'이대녀'에도 손내미는 이재명"
869,20220110,"정부 ""거리두기 피해 커…방역패스가 유행 통제에 더 효과적"""
870,20220110,"당국 ""미접종자 치료비 부담은 차별이자 기본권 침해…검토 안 해"""
871,20220110,"국민의힘 최춘식 의원, 국회에 `백신접종전면자율화법` 제출"
872,20220110,"여가부, 부처 명칭에 '청소년' 포함 추진…청소년정책 강화"
873,20220110,"법무법인 지평, BSR과 인권경영 컨설팅 협약"
874,20220110,"전북, 확진자 다시 증가…9일 96명 발생(종합)"
875,20220110,진천군 보육부담↓ 여성경제활동↑…가족복지정책 확대
876,20220110,[김해소식] 치매전담요양 시설 갖춘 시립요양원 이달 말 준공
877,20220110,"정부 ""방역패스 중단시 거리두기 강화 불가피 더 큰 불편"""
878,20220110,부산 사흘연속 확진자 100명대…9일 165명 확진
879,20220110,"美, 오미크론 입원 러시에 병원 인력 대란…""의료체계 위협"""
880,20220110,여드름 흉터치료제 효능 입증
881,20220110,"마른 오징어 신발 신고 밟은 업체 찾았다...""자진 회수"""
882,20220110,"'월급 1억' 직장인, 건보료만 365만원 내는데…더 오른다고? [강진규의 데이터너머]"
883,20220110,"[속보]중수본 ""오미크론 변이 유입 대비해 병상 늘릴 예정"""
884,20220110,수도권 중환자 병상 가동률 50.4%…전국은 40%대로 진입
885,20220110,"칠곡경북대병원 의료진, 정상압수두증 진단 기술 개발로 각각 특허 등록"
886,20220110,"김제시, 80세 어르신 모시고 삼대가 사는 가정에 '장려금'"
887,20220110,대구 오미크론 확진자 18명 추가…19일 만에 200명 돌파
888,20220110,"중기중앙회·사랑나눔재단, 부산 소외계층에 1.7억원 상당 생필품 기부"
889,20220110,"제주도, 신혼부부·사회초년생 주거비 대출이자 지원"
890,20220110,"충남도, 생활지원비 기준 미달 민주화운동 관련자에 '명예수당'"
891,20220110,울산서 밤사이 9명 확진…해외입국·경로불명 포함
892,20220110,"[게시판] 에쓰오일, 발달장애인 연주자 채용해 매주 '작은 음악회'"
893,20220110,"정부 ""유행 감소 방역패스 덕분…국민 불편 최소화할 것"""
894,20220110,경남 9일 80명 확진…10일째 감소세
895,20220110,[속보] 위중증 786명…34일 만에 700명대↓
896,20220110,"위중증 786명, 34일만 700명대…확진 3007명·해외유입 역대 두번째(종합)"
897,20220110,"위중증 786명, 34일만에 700명대로 감소…신규확진 3007명(종합)"
898,20220110,"출생아 가정에 200만원…청양군, 올해부터 첫만남이용권 지급"
899,20220110,치과 치료 비싸다고요?...알면 득이 되는 치과치료 보험혜택
900,20220110,눈꺼풀 절개 통한 내시경 뇌기저부 종양 제거술 100예 달셩
901,20220110,코로나19 위중증 700명대로 떨어져…확진자 3007명
902,20220110,"순천향대 천안병원, 코로나 검사 전 화상진료 ‘호응’"
903,20220110,"[속보]코로나19 백신 신규 3차 접종 1.5만명, 누적 41.0%"
904,20220110,"[속보]위중증 786명, 34일만 700명대…확진 3007명·사망 34명"
905,20220110,보령시 청년주택자금 대출이자 지원…연간 최대 300만원
906,20220110,"위중증 786명, 34일만에 700명대로 ↓…3007명 확진·사망 34명"
907,20220110,"[속보]위중증 786명, 34일만에 700명대로…3007명 확진"
908,20220110,"정부 ""설 연휴 전 오미크론 대비 `골든타임`""…거리두기 또 연장 될까"
909,20220110,청주 2번째 '365 열린 장애인돌봄센터' 3월 준공
910,20220110,"권덕철 ""방역패스 확대가 자영업자 더 큰 피해 막아"""
911,20220110,생애 마지막 헌혈 축하받는 김철봉씨
912,20220110,생애 마지막 헌혈하는 헌혈왕 김철봉씨
913,20220110,"'인천 헌혈왕' 김철봉씨 마지막 헌혈…""선행 이어지길"""
914,20220110,[1/10(월) 데일리안 출근길 뉴스] 이준석 “‘병사 월급 200만원’ 윤석열 공약에 깊이 공감” 등
915,20220110,[7NEWS] 방역패스 기준 논란
916,20220110,"미접종자 마트도 못간다…""과잉 규제"" Vs ""확산 차단"""
917,20220110,올해 직장인 본인부담 월 건보료 상한액 365만원…13만원 올라
918,20220110,"서울시, 친환경 보일러 교체 보조금 신청 접수…대당 10만원"
919,20220110,"미 연구팀 ""코로나 백신 맞은 산모 항체, 모유로 아이에 전달"""
920,20220110,오늘부터 마트·백화점에 방역패스…17일부터 과태료 부과한다
921,20220110,"""180일 꽉 채우자"" N차 접종 우려에 백신 최대한 미루기... 전문가들은?"
922,20220110,법원 “방역패스로 얻는게 뭔가” 묻자… 제대로 대답 못한 복지부
923,20220111,‘코로나 블루’ 30대가 가장 심각
924,20220111,[부고]박능후(전 보건복지부 장관)씨 장모상
925,20220111,"""당뇨병 환자 혈당 8% 초과시 심근경색 사망률 2.6배↑"""
926,20220111,국가 예산으로 '전문가정위탁사업' 전국 확대
927,20220111,강제노역 배상 '특허권 압류 불복' 미쓰비시 재항고 기각 확정(종합)
928,20220111,"세브란스, 뇌종양 환경 재현한 플랫폼 활용 약물 효과 높이는 방법 개발"
929,20220111,"제주, 오미크론 변이 4명 추가 감염…누적 24명으로 늘어"
930,20220111,"김경진 고대안암병원 교수, '대사성골질환연구회 연구상' 수상"
931,20220111,울산서 32명 신규확진…창원 등 타지역 확진자 접촉 감염 늘어(종합)
932,20220111,"4차 접종은 오미크론 전용 백신? 방역당국 ""현재는 3차 접종 집중"""
933,20220111,30대男 비만 유병률 58.2%로 급등…성기능 장애 가능성 ↑
934,20220111,노바백스 코로나 백신 허가 여부 내일 판가름난다
935,20220111,"""반도체 특별법, 위험 알리는 활동 위협…알권리 훼손"""
936,20220111,"소아청소년 확진 '쑥쑥', 백신 접종 '뚝뚝'…오미크론에 무방비"
937,20220111,경남 오후 5시 96명 확진…전날보다 19명 늘어
938,20220111,3월 개학인데...전문가들 '학교 내 자가검사키트' 망설이는 이유는
939,20220111,"한림대성심병원, ‘한림혁신위원회 성과보고·사업계획’ 발표"
940,20220111,'복잡한 전선은 이제 그만'…임실군 지중화사업에 50억원 투입
941,20220111,"CMG제약, 나노그래핀 적용 '그레노스 그래핀 LED 마스크' 출시"
942,20220111,"같은 사람을 두 번이나 심폐소생으로 살려내다 [내가 살린 환자, 나를 깨운 환자]"
943,20220111,"""장애인도 편리하게 사용""…'무장애 키오스크'"
944,20220111,"홍준표 ""尹 다급함에 막 퍼줘…이러다 베네수엘라, 국가사회주의"""
945,20220111,오미크론 확산에 방역완화 '신중'…내일 먹는약 대상자 발표(종합2보)
946,20220111,먹는 코로나 치료제 `팍스로비드` 2만회분 13일 국내 첫 도입
947,20220111,겨울철 뇌졸중 주의보…뇌경색 증상 발생 3시간이 치료 골든타임
948,20220111,"질병청 ""오미크론 차단 위해 PCR 음성 확인 기준 강화 검토""(상보)"
949,20220111,기자회견 하는 송철호 울산시장
950,20220111,기자회견 하는 송철호 울산시장
951,20220111,"코로나 블루, 30대에 가장 악영향 ... 25%가 극단적 생각"
952,20220111,"“인권향상에 노력” 전북체육회, 스포츠인권강사 위촉"
953,20220111,위드코로나 수준 방역지표 호전…거리두기 `4인·9시→6인·10시` 완화되나
954,20220111,"당국, 약국·보건소에 '코로나 먹는 치료제' 처방 교육…13일 도입"
955,20220111,"전북농협, 노후주택 주거환경개선으로 따뜻한 '온기'"
956,20220111,"당국 ""현재로선 3차 접종이 오미크론에도 충분히 효과""(상보)"
957,20220111,"""장애인도 편리하게 사용""…'무장애 키오스크'"
958,20220111,"""장애인도 편리하게 사용""…'무장애 키오스크'"
959,20220111,화이자 백신 46만2000회분 12일 도입…올해 누적 92만회분
960,20220111,뇌종양 약물 효과 높이는 방법 개발
961,20220111,"장애인도 편리하게 사용…수원시, '배리어프리 키오스크' 실증 완료"
962,20220111,[속보]내일 화이자 백신 46.2만회분 더 들어온다
963,20220111,"하이트진로, 부산 사회복지기관 차량 기증"
964,20220111,"[게시판] 하이트진로, 부산 사회복지기관 차량 기증"
965,20220111,코로나 중환자 병상가동률 44.9%…일상회복 전 수준으로
966,20220111,백신 맞고 발생할 수 있는 ‘심근염과 심낭염’의 차이는?
967,20220111,"세종교육청, 중증 장애인 일자리 확대…장애인 예술단 신설"
968,20220111,"탈모약 건보 적용 논란 속, 해법 찾은 '비만대사수술', '유방재건술' 살펴보니"
969,20220111,엽산 섭취 부족하면 충치 위험 높아져
970,20220111,"전북도, 여행업 민생회복지원금 지급…업체 당 80만원"
971,20220111,"고양시, 생계형 체납자 찾아내 복지혜택 알선"
972,20220111,더 심각해진 ‘코로나 블루’… 애 키우고 일하는 30대 여성 덮쳤다
973,20220111,"의료인력난 미국, 코로나 걸린 의료인도 마스크 쓰고 근무"
974,20220111,학대피해나 장애아동 전문적으로 돌본다…전문가정위탁사업 실시
975,20220111,계속되는 '코로나19 우울증'…30대가 가장 위험하다
976,20220111,[그래픽] 국민 우울 점수 추이
977,20220111,"'슬픈 30대', 우울 위험군·극단적 생각 비율 가장↑"
978,20220111,"보건복지부, 학대피해아동 등에 전문적 가정형 보호서비스"
979,20220111,"""군 예비전력 담당자 선발에 단기복무장교 응시 제한은 인권침해"""
980,20220111,"복지부, 고령자친화기업 공모…민간영역 노인일자리 창출 도모"
981,20220111,"거리두기 완화 기대감…당국 ""방역지표 호전, 오미크론 심상치 않아"""
982,20220111,"정부 ""12일 먹는 코로나19 치료제 도입·활용 일정 발표"""
983,20220111,"아동학대 신고 증가…광주시, 공공 보호 시설·체계 강화"
984,20220111,부산 오미크론 확진자 22명 추가…입국자 10명·지역 감염 11명 등
985,20220111,"당국 ""오미크론 환자 10만명까지도…의원급·재택치료 논의""(상보)"
986,20220111,방역패스 소송에…이재갑 “과학적 사고 부족한 판사들 이해시켜야”
987,20220111,"당국 ""오미크론, 이달 내 우세종 될 것…확산세 심상치 않아""(상보)"
988,20220111,"서울시, 물품구입비 지원 뇌병변장애인 연령 64세로 확대"
989,20220111,"전북, 가족·지인 단위 집단감염 지속…확진자는 다소 감소"
990,20220111,첫 줄기세포가슴성형 잘못되면 재수술도 어려워져
991,20220111,"[속보]중수본 ""1월 중 오미크론 우세종 될 것, 확산세 심상치 않아"""
992,20220111,"비만대사수술, 절개창 개수 최소화한 ‘축소포트’ 방식 안전성 입증"
993,20220111,"오미크론이 설 연휴 대이동과 만나면…""방역 새판 짜야"""
994,20220111,"완주군, 장애인연금 기초급여액·호국보훈수당 인상"
995,20220111,"청주시, 13~19일 장애인스포츠강좌이용권 회원 모집"
996,20220111,"임실군, 저소득 주민에 임대보증금 지원사업 추진"
997,20220111,"당뇨병 환자 심근경색 사망률, 혈당 높을 때 2.6배↑, 낮을 때 2.2배↑"
998,20220111,"분당차병원 암센터, 다학제 진료 '1000례' 달성"
999,20220111,"스타벅스, 13일까지 장애인 바리스타 채용"
1000,20220111,"보건복지부, 2022년 고령자친화기업 상시 공모"
1001,20220111,'직장내 괴롭힘 대처방안은'…내달 말까지 이주여성 노동자 교육
1002,20220111,강제노역 배상 관련 '특허권 압류불복' 미쓰비시 재항고 기각
1003,20220111,울산서 밤사이 17명 신규확진…학교 연쇄 감염 1명 포함
1004,20220111,"'외국인 존중·포용 도시 구축' 울산시, 글로벌시티 청사진 선포"
1005,20220111,경남 10일 92명 확진…전날보다 12명 늘어
1006,20220111,[청주소식] 여성친화도시 시민파트너단 50명 모집
1007,20220111,"건보공단 장기요양 수급자 가족에 상담지원…""부담·우울 완화"""
1008,20220111,"스타벅스, 13일까지 장애인 바리스타 채용…3월중 입사"
1009,20220111,"공주시, 노부모 모시는 3대 가정에 효행 장려금…연간 40만원"
1010,20220111,"[속보] 위중증 780명, 11일 연속 감소…신규확진 3097명"
1011,20220111,"위중증 780명·이틀째 700명대, 확진 3097명…거리두기 완화하나(종합)"
1012,20220111,[속보] 코로나19 위중증 이틀 연속 700명대…확진자 3097명
1013,20220111,"[속보]코로나19 백신 신규 3차 접종 43.8만명, 누적 41.8%"
1014,20220111,"[속보]위중증 780명, 이틀째 700명대…확진 3097명·사망 43명"
1015,20220111,"“제로콜라, 당뇨 상관없다”던 심평원,  1년 만에 “관련 있다”... 당뇨인 날벼락"
1016,20220111,대구 어린이집·지인모임 등서 71명 확진…이틀째 두 자릿수
1017,20220111,SK C&C '씨앗 교육생' 50명 모집…청년 장애인 ICT전문가 육성
1018,20220111,"서울역사박물관, 국립서울농학교와 1년간 전시 해설 영상 제작"
1019,20220111,포항·구미 등 경북 13개 시군서 60명 확진…오미크론 변이 14명 늘어
1020,20220111,청각장애 학생들이 만든 수어 역사해설…'눈으로 듣는 한양'
1021,20220111,머릿속 시한폭탄 ‘뇌동맥류’ 조기발견·치료 중요
1022,20220111,"""20만 발달장애인도 대통령 뽑고 싶다…선관위 갑자기 보조중단"""
1023,20220111,20대 여성들 원룸에 '산더미 쓰레기'…바닥에 구겨진 이력서
1024,20220111,청각장애 학생들이 만든 수어 역사해설…'눈으로 듣는 한양'
1025,20220111,[이슈 In] 국민연금 개혁 없다면 미래세대가 짊어질 부담은
1026,20220111,내일 일상회복지원위 개최…오미크론 대비 방역대응 논의
1027,20220111,"오미크론 검출률, 1.7%서 한달만에 12.5%"
1028,20220111,"발로 밟아 펴는 오징어… 식약처, 제조업체 적발"
1029,20220111,오세훈은 욕먹었던 '학교 자가검사키트'…오미크론 때문에 부활?
1030,20220111,'오미크론 위기감' 방역패스 본격화…법원 판단에 달렸다
1031,20220112,"오미크론 버틸 무기 2개 장착했다, 노바백스·팍스로비드 5문 5답"
1032,20220112,"과음하는 남성, 비만인 여성... 당뇨병 걸릴 확률 높다"
1033,20220112,거리두기 완화? 유지?  ... 오미크론 확산 우려에 '격론' 벌어졌다
1034,20220112,"""오미크론, 설 이후 두 달 정도 피크 … 비상사태 선포해야"""
1035,20220112,"中 ""美관타나모, 세계인권 흑역사""…신장인권 비판에 역공"
1036,20220112,"화이자 먹는 치료제, 백신 미접종자도 공짜로 투약[Q&A]"
1037,20220112,김천서 자가격리 외국인근로자 16명 확진…오미크론 여부 확인중
1038,20220112,'전통 방식' 노바백스 백신 국내 허가... 미접종 360만명 마음 돌릴까
1039,20220112,"신한라이프빛나는재단, 아동 1천 명에 8천 끼 지원"
1040,20220112,[경남소식] 저소득 노인 위한 '찾아가는 빨래방 서비스' 시작
1041,20220112,"전북도, 전세버스·택시 기사에 1인당 80만원씩 지원"
1042,20220112,"KCC, 용인시 ‘사랑의 열차 이어달리기’에 1억 기부"
1043,20220112,오미크론 확산에 거리두기 재연장 가닥…지표 호전에 방역 완화될까(종합)
1044,20220112,"코로나 먹는약 14일부터 처방…노바백스 허가, 2월중순 접종(종합2보)"
1045,20220112,"홍천군, 출산 장려금·수당 1천390만원 이상 지원"
1046,20220112,극우단체들 '소녀상' 자리 선점에 포위…장소 옮기기 반복 수요시위
1047,20220112,[경남소식] 생활 속 성평등 문화 확산…양성평등사업 공모
1048,20220112,"전남도, 산업단지 청년 근로자에 월 5만원 교통비 지원"
1049,20220112,"함안군, 장애인 자립 지원 돕는다…복지정책 143억 투입"
1050,20220112,"'탈북민 월북'에 인권위원장 ""이탈주민 정착지원제도 개선해야"""
1051,20220112,"전북도 자치경찰위원회, 엠블럼 등 3개 부문 상징물 공모"
1052,20220112,CES 참석자 70여명 코로나 확진…전원 검사 당부
1053,20220112,"수면다원검사, 앱이나 웨어러블 기기 사용 비교 분석 결과나와"
1054,20220112,정부 “오늘 0시 기준 CES 참석 확진자 70여명”
1055,20220112,고령 환자 척추수술 결과 예측시 ‘노쇠와 근감소증’ 관찰 중요
1056,20220112,"진주시, 노점상 코로나19 지원금 100만원 신청 접수"
